row ID;Label;AI Matching;Assessment;Scheduling;Triage;Bulk;Campaigns;Confidentiality;CRM;Parsing;FS;Analytics;Marketplace;Languages;Multi-device;Sharing;Social;White Label;Workflow;Vetting;Web-tracking;Video;Agents;Chatbot;Events;?
Row223;prescreen.io;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0
Row224;prevuehr.com;0;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row225;prim-software.com;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row226;pymetrics.ai;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row227;qjumpers.co.nz;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
Row228;qpage.one;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0
Row229;quanthub.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row230;recooty.com;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
Row231;recright.com;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0
Row232;recruhr.com;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;1;0
Row233;recruitbpm.com;0;0;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row234;recruitee.com;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0
Row235;recruiterbox.com;0;0;1;1;0;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0
Row236;recruiterpal.com;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row237;recruiteze.com;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row238;recruitify.ai;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row239;recruiting.com;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
Row240;recruitive.com;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Row241;recruitmentboost.com;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Row242;recruitmentsmart.com;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0
Row243;recruitright.tech;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
Row244;recruiz.com;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row245;rekroot.com;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0
Row246;relation-rh.com;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row247;resourceassociates.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row248;retorio.com;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row249;riminder.net;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row250;saba.com;1;0;1;0;0;0;0;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0
Row251;sap.com;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
Row252;scope-recruiting.de;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row253;scoptalent.com;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0
Row254;seekout.io;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Row255;shineinterview.com;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row256;shortlister.com;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row257;shortlyster.com;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row258;silkroad.com;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Row259;simplicant.com;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row260;simplify.hr;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Row261;simppler.com;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Row262;skeeled.com;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0
Row263;skillrobo.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row264;skillsurvey.com;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0
Row265;smartcv.co;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0
Row266;smartdreamers.com;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0
Row267;smartrecruiters.com;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0
Row268;smoothhiring.com;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Row269;socialhire.io;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Row270;softfactors.com;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row271;softgarden.io;0;1;1;1;0;0;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0
Row272;sonru.com;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
Row273;sparkhire.com;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0
Row274;squarecruit.com;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;0
Row275;staffcv.com;0;0;0;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0
Row276;staffingsoft.com;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0
Row277;stellares.ai;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Row278;swarmhr.com;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0
Row279;symphonytalent.com;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0
Row280;taledo.com;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0
Row281;talemetry.com;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0
Row282;talent-funnel.com;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0
Row283;talentbrand.com.br;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0
Row284;talentcube.de;1;1;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0
Row285;talentech.com;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0
Row286;talentera.com;0;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0
Row287;talentharness.com;0;1;0;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;0
Row288;talentifyhr.com;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Row289;talention.com;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0
Row290;talentlane.io;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Row291;talentlyft.com;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0
Row292;talentnest.com;0;1;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row293;talentpoolbuilder.com;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0
Row294;talentrecruit.in;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
Row295;talentrover.com;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0
Row296;talentvine.co.uk;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0
Row297;talentwall.io;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row298;talroo.com;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Row299;talview.com;0;1;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0
Row300;taprecruit.co;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Row301;teamtailor.com;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;0
Row302;testgorilla.com;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row303;textio.com;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Row304;theapplicantmanager.com;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0
Row305;thehiretalent.com;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
Row306;thetalentpool.co.in;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0
Row307;thomasus.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row308;thrivetrm.com;0;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Row309;tomhrm.com;0;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row310;topdoghr.com;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;0;1;1;1;0;1;0;0;0;0
Row311;tracktalents.com;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row312;traffit.com;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Row313;tribepad.com;0;1;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
Row314;tsteps.co;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Row315;turbohire.co;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0
Row316;turborecruit.com.au;1;0;0;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Row317;umantis.com;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0
Row318;universumglobal.com;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row319;us.youcruit.com;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0
Row320;vacancyfiller.com;0;1;1;0;1;0;0;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0
Row321;vervoe.com;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Row322;vettd.ai;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row323;viasto.com;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Row324;vidcruiter.com;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0
Row325;videobiorecruiter.com;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Row326;videointerview.io;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row327;vieple.com;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row328;visibilitysoftware.com;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0
Row329;visier.com;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0
Row330;visume.online;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row331;viterbit.com;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row332;vivahr.com;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row333;welcomekit.co;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Row334;wepow.com;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0
Row335;whozwho.com;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0
Row336;wonderlic.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row337;workable.com;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
Row338;workconex.com;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row339;workday.com;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
Row340;workland.ca;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0
Row341;worky.mx;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row342;woventeams.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Row343;x0pa.com;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0
Row344;xobin.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Row345;xor.ai;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0
Row346;xperisoft.co;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0
Row347;yello.co;0;0;1;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0
Row348;zappyhire.com;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
Row349;zenapply.com;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0
Row350;zenats.com;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Row351;zenploy.io;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Row352;zeyospace.com;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Row353;zwayam.com;1;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0
